Id,MSSubClass,LotShape,LandContour,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,LotFrontage,LotArea,GarageArea,GrLivArea,TotalBsmtSF,SalePrice
546,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Good,Average,NA,13837,786,2183,1204,229000
547,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Good,70,8737,440,1635,1065,210000
548,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,Average,Good,54,7244,624,768,768,129500
549,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,Average,Good,49,8235,720,825,825,125000
550,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,75,9375,615,2094,912,263000
551,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Above Average,Above Average,53,4043,440,1069,1069,140000
552,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,50,6000,288,928,928,112500
553,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,87,11146,908,1717,1709,255500
554,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Average,67,8777,520,1126,0,108000
555,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,85,10625,871,2046,998,284000
556,1-1/2 STORY - UNFINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level unfinished,Average,Above Average,58,6380,280,1048,993,113000
557,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,69,14850,299,1092,1092,141000
558,1-1/2 STORY FINISHED ALL AGES,Regular,Depression,Moderate Slope,Single-family Detached,One and one-half story: 2nd level finished,Below Average,Above Average,60,11040,570,1336,637,108000
559,2-STORY 1946 & NEWER,Moderately Irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,Two story,Good,Average,57,21872,406,1446,729,175000
560,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,NA,3196,420,1557,1374,234000
561,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,NA,11341,528,1392,1392,121500
562,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,One story,Average,Average,77,10010,418,1389,1389,170000
563,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,63,13907,0,996,996,108000
564,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Good,66,21780,396,1674,1163,185000
565,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,NA,13346,590,2295,1095,268000
566,2-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two story,Above Average,Below Average,66,6858,216,1647,806,128000
567,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Excellent,Average,77,11198,656,2504,1122,325000
568,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,70,10171,532,1535,1517,214000
569,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Depression,Moderate Slope,Single-family Detached,One and one-half story: 2nd level finished,Very Good,Very Good,79,12327,612,2132,1496,316600
570,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,Split Foyer,Average,Average,NA,7032,600,943,943,135960
571,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,Average,Average,74,13101,576,1728,1728,142600
572,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,60,7332,288,864,864,120000
573,2-STORY 1946 & NEWER,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,Two story,Good,Average,83,13159,650,1692,846,224500
574,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Good,Average,76,9967,400,1430,384,170000
575,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Average,Good,70,10500,288,1109,372,139000
576,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Average,80,8480,336,1216,832,118500
577,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Good,Good,52,6292,216,1477,861,145000
578,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Average,Above Average,96,11777,564,1320,1164,164500
579,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Good,Average,34,3604,540,1392,689,146000
580,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Average,81,12150,352,1795,1050,131500
581,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,NA,14585,572,1429,1144,181900
582,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,98,12704,1390,2042,2042,253293
583,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,Split Foyer,Above Average,Average,81,11841,0,816,816,118500
584,2-1/2 STORY ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two and one-half story: 2nd level unfinished,Very Excellent,Excellent,75,13500,880,2775,1237,325000
585,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Below Average,Good,51,6120,240,1573,884,133000
586,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,88,11443,880,2028,1868,369900
587,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Good,55,10267,275,838,816,130000
588,SPLIT FOYER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,Average,Above Average,74,8740,528,860,840,137000
589,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Depression,Severe Slope,Single-family Detached,One story,Average,Very Good,65,25095,452,1473,1437,143000
590,1-STORY W/FINISHED ATTIC ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,50,9100,308,935,742,79500
591,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,64,8320,520,1582,770,185900
592,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Excellent,Average,97,13478,842,2296,1722,451950
593,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Very Good,60,6600,816,816,816,138000
594,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Above Average,Average,NA,4435,420,848,848,140000
595,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,88,7990,280,924,924,110000
596,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,69,11302,758,1826,1814,319000
597,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Good,60,3600,216,1368,684,114504
598,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,53,3922,648,1402,1258,194201
599,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,Average,Above Average,80,12984,621,1647,1430,217500
600,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,Above Average,Above Average,24,1950,452,1556,716,151000
601,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,74,10927,736,1904,1058,275000
602,1-1/2 STORY FINISHED ALL AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Above Average,50,9000,544,1375,780,141000
603,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,80,10041,506,1915,908,220000
604,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Good,Average,30,3182,480,1200,600,151000
605,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,88,12803,530,1494,1494,221000
606,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Above Average,85,13600,486,1986,768,205000
607,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Depression,Moderate Slope,Single-family Detached,One story,Average,Average,82,12464,576,1040,1040,152000
608,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,Two story,Average,Very Good,78,7800,230,2008,896,225000
609,2-STORY 1945 & OLDER,Regular,Hillside - Significant slope from side to side,Moderate Slope,Single-family Detached,Two story,Very Good,Above Average,78,12168,380,3194,965,359100
610,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Average,61,7943,261,1029,1029,118500
611,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Excellent,Average,NA,11050,736,2153,1440,313000
612,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Above Average,NA,10395,564,1032,1032,148000
613,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,NA,11885,531,1872,1299,261500
614,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,70,8402,0,1120,1120,147000
615,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Split Foyer,Below Average,Above Average,21,1491,0,630,630,75500
616,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,Above Average,Good,80,8800,480,1054,936,137500
617,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,NA,7861,393,1509,783,183200
618,1-1/2 STORY - UNFINISHED ALL AGES,Regular,Hillside - Significant slope from side to side,Moderate Slope,Single-family Detached,One and one-half story: 2nd level unfinished,Above Average,Above Average,59,7227,528,832,832,105500
619,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,90,11694,774,1828,1822,314813
620,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,85,12244,749,2262,1482,305000
621,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Fair,Fair,45,8248,0,864,864,67000
622,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Good,90,10800,624,2614,1522,240000
623,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,71,7064,484,980,980,135000
624,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Above Average,Average,NA,2117,440,1512,756,168500
625,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,80,10400,484,1790,732,165150
626,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,87,10000,440,1116,1116,160000
627,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,NA,12342,286,1422,978,139900
628,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Above Average,80,9600,364,1520,1156,153000
629,2-STORY 1946 & NEWER,Slightly irregular,Hillside - Significant slope from side to side,Severe Slope,Single-family Detached,Two story,Average,Average,70,11606,504,2080,1040,135000
630,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Average,82,9020,520,1350,1248,168500
631,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Average,Above Average,50,9000,240,1750,636,124000
632,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,One story,Very Good,Average,34,4590,627,1554,1554,209500
633,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,85,11900,544,1411,1386,82500
634,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,80,9250,260,1056,1056,139400
635,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,Split Foyer,Above Average,Average,64,6979,576,1056,1056,144000
636,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Two and one-half story: 2nd level finished,Above Average,Good,60,10896,0,3395,1440,200000
637,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Poor,Fair,51,6120,0,800,264,60000
638,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,Average,Below Average,50,6000,256,1387,811,93000
639,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,67,8777,0,796,796,85000
640,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Very Good,Average,53,3982,648,1567,1520,264561
641,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Very Good,Average,62,12677,588,1518,1518,274000
642,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,NA,7050,650,1929,1057,226000
643,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Very Good,Good,75,13860,538,2704,1952,345000
644,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Average,Average,80,10793,462,1620,780,152000
645,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Excellent,Average,85,9187,478,1766,1766,370878
646,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,NA,10530,576,981,981,143250
647,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,60,7200,420,1048,0,98300
648,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,85,10452,495,1094,1094,155000
649,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,70,7700,442,1839,756,155000
